set_number,features,best_eps,best_min_samples,best_silhouette_score
1860,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']",1.6,6,0.17611537450678155
1861,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']",1.5,7,0.17445094370845482
1862,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq']",1.5,3,0.38002852615327637
1863,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']",1.7000000000000002,3,0.3468833419567113
1864,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']",1.9000000000000004,3,0.3468302561619447
1865,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']",2.1000000000000005,3,0.3491711807907136
1866,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier']",1.5,3,0.38500030182417566
1867,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'LOCATION_Freq']",1.7000000000000002,3,0.35153960204156504
1868,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'PREMISES_Freq']",1.9000000000000004,3,0.35147448170783085
1869,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",2.5,3,0.3537673712851565
1870,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84']",1.3,7,0.2300196102983427
1871,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'LOCATION_Freq']",1.6,13,0.20490347543425347
1872,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'PREMISES_Freq']",1.6,6,0.1799536866346458
1873,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Loca_Premi_Freq']",1.6,13,0.1745900605153309
1874,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq']",1.4,6,0.19562192558832828
1875,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'LOCATION_Freq']",1.6,14,0.16626501637924634
1876,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'PREMISES_Freq']",1.9000000000000004,14,0.2039502075300558
1877,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'Loca_Premi_Freq']",1.6,8,0.15051748752206975
1878,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq']",1.6,3,0.35603617275782573
1879,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'LOCATION_Freq']",1.8000000000000003,3,0.3282605214888292
1880,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'PREMISES_Freq']",1.9000000000000004,3,0.3282825716219428
1881,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'Loca_Premi_Freq']",2.5,3,0.3304925345310751
1882,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier']",1.6,3,0.36042803152599084
1883,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'LOCATION_Freq']",1.8000000000000003,3,0.3323887278625293
1884,"['OCC_YEAR', 'OCC_DAY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']",1.9000000000000004,3,0.3324009485146957
