set_number,features,best_eps,best_min_samples,best_silhouette_score
2003,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']",1.5,8,0.20557549392613242
2004,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']",1.2999999999999998,5,0.17265385166765326
2005,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']",1.4,3,0.1983174911732819
2006,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq']",1.5,3,0.38796545847459146
2007,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']",1.6,3,0.35270704010105747
2008,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']",1.9000000000000004,3,0.352576066875557
2009,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']",2.0000000000000004,3,0.35493795963103925
2010,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier']",1.5,3,0.3929780604893888
2011,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'LOCATION_Freq']",1.6,3,0.357394322071326
2012,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'PREMISES_Freq']",1.9000000000000004,3,0.3572505370700461
2013,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",2.0000000000000004,3,0.35956353030469806
2014,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84']",1.1999999999999997,8,0.22622118687172224
2015,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'LOCATION_Freq']",1.6,10,0.23056320310564823
2016,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'PREMISES_Freq']",1.6,16,0.18947915784063513
2017,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Loca_Premi_Freq']",1.4,3,0.2015520357503343
2018,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq']",1.2,10,0.1730521016434012
2019,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'LOCATION_Freq']",1.6,14,0.18862555959159918
2020,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'PREMISES_Freq']",1.5,11,0.15580131990547347
2021,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'Loca_Premi_Freq']",1.4,4,0.15557490371022648
2022,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq']",1.5,3,0.3618429310938174
2023,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'LOCATION_Freq']",1.6,3,0.3326475275730158
2024,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'PREMISES_Freq']",1.9000000000000004,3,0.3326154031318473
2025,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'Loca_Premi_Freq']",2.0000000000000004,3,0.3348429290796019
2026,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier']",1.5,3,0.36626825831503973
2027,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'LOCATION_Freq']",1.6,3,0.33680026081595354
2028,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']",1.9000000000000004,3,0.33675773814346904
2029,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'OCC_MONTH_Num', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",2.0000000000000004,3,0.338945484048288
2030,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'DOW_Category_Freq']",0.6,3,0.2574695944441401
2031,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'DOW_Category_Freq', 'LOCATION_Freq']",1.2999999999999998,3,0.21615594359479692
2032,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'DOW_Category_Freq', 'PREMISES_Freq']",1.1999999999999997,3,0.22122704736441123
2033,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'DOW_Category_Freq', 'Loca_Premi_Freq']",1.0999999999999999,3,0.22980269254573968
2034,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'DOW_Category_Freq', 'Division_Freq']",0.9999999999999999,3,0.20410885275713467
2035,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'DOW_Category_Freq', 'Division_Freq', 'LOCATION_Freq']",1.5,3,0.1739253975818667
2036,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'DOW_Category_Freq', 'Division_Freq', 'PREMISES_Freq']",1.5,3,0.17588148985863375
2037,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'DOW_Category_Freq', 'Division_Freq', 'Loca_Premi_Freq']",1.5,8,0.18482365363094935
2038,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'DOW_Category_Freq', 'HOOD_Freq']",1.8000000000000003,3,0.4214551932763545
2039,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'DOW_Category_Freq', 'HOOD_Freq', 'LOCATION_Freq']",1.8000000000000003,3,0.38035683274971166
2040,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'DOW_Category_Freq', 'HOOD_Freq', 'PREMISES_Freq']",1.9000000000000004,3,0.3800733875938208
2041,"['OCC_YEAR', 'OCC_DOY', 'OCC_HOUR', 'DOW_Category_Freq', 'HOOD_Freq', 'Loca_Premi_Freq']",2.1000000000000005,3,0.3825066490104839
