set_number,features,best_eps,best_min_samples,best_silhouette_score
144,"['DOW_Category_Freq', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'PREMISES_Freq']",0.6,4,0.3196416711016982
145,"['DOW_Category_Freq', 'LONG_WGS84', 'LAT_WGS84', 'Division_Freq', 'Loca_Premi_Freq']",1.0999999999999999,3,0.3176566287817131
146,"['DOW_Category_Freq', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq']",1.8000000000000003,3,0.5077075609705093
147,"['DOW_Category_Freq', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'LOCATION_Freq']",1.8000000000000003,3,0.4508371303608928
148,"['DOW_Category_Freq', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'PREMISES_Freq']",1.9000000000000004,3,0.44957750236869504
149,"['DOW_Category_Freq', 'LONG_WGS84', 'LAT_WGS84', 'HOOD_Freq', 'Loca_Premi_Freq']",2.0000000000000004,3,0.45216817439982177
150,"['DOW_Category_Freq', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier']",1.8000000000000003,3,0.5130842109871554
151,"['DOW_Category_Freq', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'LOCATION_Freq']",1.8000000000000003,3,0.45577630454869156
152,"['DOW_Category_Freq', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'PREMISES_Freq']",1.9000000000000004,3,0.454487708363137
153,"['DOW_Category_Freq', 'LONG_WGS84', 'LAT_WGS84', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",2.0000000000000004,3,0.45702097497739524
154,"['OCC_YEAR', 'OCC_DAY', 'Division_Freq', 'LOCATION_Freq']",1.2999999999999998,3,0.32041773817764674
155,"['OCC_YEAR', 'OCC_DAY', 'Division_Freq', 'PREMISES_Freq']",1.1999999999999997,3,0.30741681096428314
156,"['OCC_YEAR', 'OCC_DAY', 'Division_Freq', 'Loca_Premi_Freq']",1.0999999999999999,3,0.31079185039301094
157,"['OCC_YEAR', 'OCC_DAY', 'HOOD_Freq', 'LOCATION_Freq']",1.6,3,0.4941339098063424
158,"['OCC_YEAR', 'OCC_DAY', 'HOOD_Freq', 'PREMISES_Freq']",1.9000000000000004,3,0.49228900505574913
159,"['OCC_YEAR', 'OCC_DAY', 'HOOD_Freq', 'Loca_Premi_Freq']",2.0000000000000004,3,0.49522336731584976
160,"['OCC_YEAR', 'OCC_DAY', 'DIV_HOOD_Hier', 'LOCATION_Freq']",1.6,3,0.5000484749633758
161,"['OCC_YEAR', 'OCC_DAY', 'DIV_HOOD_Hier', 'PREMISES_Freq']",1.9000000000000004,3,0.49816507815145433
162,"['OCC_YEAR', 'OCC_DAY', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",2.0000000000000004,3,0.5010187573203837
163,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'LOCATION_Freq']",1.2999999999999998,3,0.32229256810033824
164,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'PREMISES_Freq']",1.1999999999999997,3,0.31354248934411894
165,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'Loca_Premi_Freq']",1.0999999999999999,3,0.31499731636959677
167,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'Division_Freq', 'LOCATION_Freq']",1.2999999999999998,3,0.2692299428413738
168,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'Division_Freq', 'PREMISES_Freq']",1.1999999999999997,8,0.25878840573507556
169,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'Division_Freq', 'Loca_Premi_Freq']",1.1999999999999997,8,0.2604635480792611
170,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'HOOD_Freq']",0.7,3,0.4904698197234189
171,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'HOOD_Freq', 'LOCATION_Freq']",1.6,3,0.43568920082041696
172,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'HOOD_Freq', 'PREMISES_Freq']",1.9000000000000004,3,0.43488686722977615
173,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'HOOD_Freq', 'Loca_Premi_Freq']",2.0000000000000004,3,0.43767000347469825
174,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier']",0.7,3,0.49606283797008643
175,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'LOCATION_Freq']",1.6,3,0.44089527070742257
176,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'PREMISES_Freq']",1.9000000000000004,3,0.44007064346838054
177,"['OCC_YEAR', 'OCC_DAY', 'LONG_LAT_PCA', 'DIV_HOOD_Hier', 'Loca_Premi_Freq']",2.0000000000000004,3,0.4427931152790067
179,"['OCC_YEAR', 'OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'LOCATION_Freq']",1.4,8,0.2729305940580025
180,"['OCC_YEAR', 'OCC_DAY', 'LONG_WGS84', 'LAT_WGS84', 'PREMISES_Freq']",1.4,13,0.264146882468812
